0.00000000,0.00000000
0.02200000,0.00000000
0.04400000,0.00000000
0.06600000,0.00000000
0.08800000,0.00000000
0.11000000,0.00000000
0.13200000,0.00000000
0.15400000,0.00000000
0.17600000,0.00000000
0.00000000,0.02200000
0.02200000,0.02200000
0.04400000,0.02200000
0.06600000,0.02200000
0.08800000,0.02200000
0.11000000,0.02200000
0.13200000,0.02200000
0.15400000,0.02200000
0.17600000,0.02200000
0.00000000,0.04400000
0.02200000,0.04400000
0.04400000,0.04400000
0.06600000,0.04400000
0.08800000,0.04400000
0.11000000,0.04400000
0.13200000,0.04400000
0.15400000,0.04400000
0.17600000,0.04400000
0.00000000,0.06600000
0.02200000,0.06600000
0.04400000,0.06600000
0.06600000,0.06600000
0.08800000,0.06600000
0.11000000,0.06600000
0.13200000,0.06600000
0.15400000,0.06600000
0.17600000,0.06600000
0.00000000,0.08800000
0.02200000,0.08800000
0.04400000,0.08800000
0.06600000,0.08800000
0.08800000,0.08800000
0.11000000,0.08800000
0.13200000,0.08800000
0.15400000,0.08800000
0.17600000,0.08800000
0.00000000,0.11000000
0.02200000,0.11000000
0.04400000,0.11000000
0.06600000,0.11000000
0.08800000,0.11000000
0.11000000,0.11000000
0.13200000,0.11000000
0.15400000,0.11000000
0.17600000,0.11000000
